utt,y
"[value_pricerange] is fine , can you give me the address and postcode ?",1
thank you . goodbye .,2
i am looking for a danish restaurant in the [value_area] part of town .,3
"thank you , goodbye .",2
i am looking for a place in the [value_area] of town that serves [value_food] food .,3
of course,3
thank you . goodbye .,2
"hi , i am looking for an [value_pricerange] restaurant serving english food .",3
how about find me a [value_food] [value_count] ?,3
great ! where is it located ?,1
"thank you , goodbye .",2
i would like an [value_pricerange] restaurant that serves [value_food] food,3
yes . address and phone number for [restaurant_name] .,1
what is the postcode ?,1
thank you goodbye .,2
what s a good mid price restaurant ?,1
i would like catalan food .,3
how about [value_food] food ?,4
"could i have the address , phone number and postcode please ?",1
"thank you , goodbye",2
bye .,2
i want a moroccan restaurant .,3
any price range will be fine .,3
yes . can you find any [value_food] restaurant please,3
"i would like the address , phone number , and post code information for [restaurant_name] please . thank you !",1
"that s it . thank you , goodbye",2
"i am looking for a restaurant in any area that serves [value_food] food , what is available ?",1
"is there anything else ? if not , could i get the number to [restaurant_name] , please ?",0
that'll be all . thanks for you help .,2
i want something in the [value_area] part of town . [value_pricerange] -ly priced .,3
i have actually had a bad experience at the gold wok . is there another [value_pricerange] -ly priced restaurant in the [value_area] ?,0
sounds good . what is the postcode and phone number ?,1
thank you . goodbye .,2
are there any in the [value_area] part of town ?,3
what is the phone number and post code of [restaurant_name] ?,1
"thank you , goodbye .",2
looking for a restaurant in the [value_pricerange] price range,3
"yes , i would like to find something in the [value_area] but i dont care food type .",3
thank you !,2
i want an [value_pricerange] restaurant and serves [value_food] food . what is the phone number ?,1
thank you,2
"thank you , goodbye .",2
i would like to know the phone number please,1
"hello , i am looking for an [value_pricerange] restaurant that is on the [value_area] side of town .",3
what is the postcode ?,1
"what is the address , phone number , and type of food ?",1
"great , thank you !",2
no thank you . goodbye !,2
you too !,3
i would like to find a restaurant serving christmas food .,3
what s the address for [restaurant_name] ?,1
"no , thank you . goodbye .",2
i am looking for a place that serves [value_food] food . i do not care about the price range .,3
it does not matter . what suggestions do you have ?,1
please provide me with the address and phone number to [restaurant_name] .,1
"thank you , goodbye .",2
i would like a restaurant that serves [value_food] food,3
what is their address,1
that is all i need . no further questions .,3
i want to find an [value_pricerange] restaurant,3
something in the [value_area] part of town would be great . any cuisine is fine .,3
"yes , please .",3
"yes , please .",3
thank you goodbye .,2
thank you .,2
i want a restaurant that is [value_pricerange] -ly priced and located in the [value_area] .,3
are there any other restaurant -s i can choose from ?,0
"can i have the address , phone number , and type of food served by [restaurant_name] ?",1
thank you,2
i would like a restaurant in the [value_area] part of town that serves canapes food .,3
is there a [value_food] type food available ?,3
of course !,3
thank you goodbye .,2
i want a [value_pricerange] priced restaurant in the [value_area] part of town .,3
i do not care . can i also have the postcode and phone number ?,1
"no that is all . thank you , goodbye .",2
what is the postcode ?,1
"i think that s all i need , thank you for your help .",2
what restaurant -s are on the [value_area] part of town ?,1
[value_pricerange],3
what is the address ?,1
"great , thanks for your help . that s all i need .",2
i would like a [value_pricerange] restaurant that serves [value_food] food,3
can i have the address of the location in the [value_area] of town ?,1
"no , thank you . goodbye .",2
i would like to dine at a restaurant in the [value_area] part of town . can you help me find [value_count] ?,3
[value_pricerange] -ly priced .,3
bye !,2
"hello , i am looking for a [value_food] restaurant in any area . could you please provide me with a phone number and postcode ? i am very hungry and need food ! !",1
"thank you , goodbye !",2
i would like a [value_pricerange] restaurant in the [value_area] part of town .,3
"what type of food is served at [restaurant_name] , and what is the address ?",1
what is the address ?,1
may i have the street address of the establishment .,1
thank you . goodbye .,2
"thanks , see ya !",2
"i am looking for an upscale restaurant with [value_food] food , please .",3
what is there address and area ?,1
no thank you . that is all the info i needed .,2
is there any restaurant -s that serve [value_food] food ?,3
i would like a [value_pricerange] -ly priced restaurant in the [value_area] part of town,3
"hello , i am looking for a restaurant that serves [value_food] food .",3
"yes , i would like the address , phone number and postcode please .",1
"thank you , goodbye .",2
i am looking for a [value_pricerange] restaurant in the [value_area] part of town .,3
is there anything else ?,0
yes please .,3
what is the phone number ?,1
what is the postcode ?,1
what is the price range ?,1
i would like a restaurant in the [value_area] part of town,3
i do not care .,3
how about [value_food] food instead ?,4
"what is the address , phone number , and price range ?",1
thank you goodbye .,2
i am looking for a restaurant that serves [value_food] food !,3
i do not care .,3
what is their address and phone number ?,1
is [restaurant_name] in the [value_pricerange] price range ?,7
can i get the postcode ?,1
what is the address and phone number ?,1
"that is all , thank you .",2
"i would like a [value_pricerange] restaurant in the [value_area] part of town , please .",3
is there anything else ?,0
"address and phone number for [restaurant_name] , yes please .",1
