utt,y
is there any value_food food on the value_area side of town .,4
the price range does not matter .,3
"yes , but just for value_people .",5
thank you !,2
"nope , i am good . thanks again .",2
are there any other value_pricerange value_food restaurant -s ?,0
"okay , i think that does it . thanks for that .",2
for both please,3
thank you and goodbye .,2
"value_pricerange restaurant , please",3
do you have any serves value_food food ?,3
"yes , and the postcode please .",1
"no , thank you , goodbye ,",2
i am looking for a restaurant in the value_pricerange price range that serves value_food food .,3
i do not care which area .,3
"yes please , i would like their address .",1
"thank you , goodbye .",2
"hi , i want a value_food restaurant that s value_pricerange -ly priced .",3
how about value_food food ?,4
"no , thank you .",2
i am looking for a restaurant in the value_area part of town,3
value_food food,3
phone number and postcode please,1
could i have the phone number and address please ?,1
i need the phone number of a restaurant in the value_area part of town that serves value_food ood .,1
"thank you , goodbye .",2
i want to find a value_pricerange -ly priced restaurant in the value_area part of town .,3
what is the address and phone number of restaurant_name ?,1
thank you very much goodbye,2
i am looking for value_food food in the value_area part of town .,3
"i do not care . however , i would like to know their price range as well as their address and phone number .",1
thank you . goodbye,2
is there anything else ?,0
thank you . goodbye .,2
i want to find a value_pricerange restaurant in the value_area part of town .,3
what is the address and phone number ?,1
"ok , thanks . that s all i need .",2
i am searching for a restaurant serving value_food food in the value_area of town .,3
i do not care about the price range .,3
can you give me the address ?,1
what price range is restaurant_name ?,1
i want to find a restaurant in any part of town and serves value_food .,3
what is the phone number and price range ?,1
is there anything else ?,0
thank you goodbye .,2
"value_pricerange restaurant in the value_area . address and phone number , please .",1
i would prefer value_food .,3
thank you goodbye .,2
"what is the address , phone number , and price range of the restaurant_name ?",1
"thank you , goodbye .",2
"no , it does not matter",3
"thank you , goodbye",2
"no , any part of town is good .",3
how about a restaurant that serves value_food food ?,4
may i get the restaurant phone number please ?,1
"thank you , goodbye",2
thank you,2
i am in the past of town . can you recommend a restaurant in a value_pricerange priced range ?,3
i do not care about the type of food .,3
is it in the value_area part of town ?,1
yes value_area please,3
great ! could you please give me the address and phone number of that restaurant ?,1
"thank you , goodbye",2
i am looking for the address and phone number of an value_pricerange restaurant serving value_food food .,1
i do not care .,3
"yes , please . may i have their address and phone number ?",1
"hello , i am looking for a restaurant that serves value_food food .",3
how about value_food food ?,4
what is their address and phone number ?,1
is restaurant_name located in the value_area part of town ?,3
correct,3
can you find me a value_pricerange -ly priced restaurant in the value_area ?,3
what is the phone number ?,1
thank you . goodbye,2
i am looking for a restaurant that is value_pricerange and is in the value_area part of town .,3
